id,name,hp,attack,defense,sp_attack,sp_defense,speed,base_stats,normal_weakness,fire_weakness,water_weakness,electric_weakness,grass_weakness,ice_weakness,fighting_weakness,poison_weakness,ground_weakness,flying_weakness,psychic_weakness,bug_weakness,rock_weakness,ghost_weakness,dragon_weakness,dark_weakness,steel_weakness,fairy_weakness,height_inches,height_meters,weight_pounds,weight_kilograms,capturing_rate,gender_male_ratio,egg_steps,egg_cycles,abilities,type_1,type_2,classification_info,forms,gen,is_legendary,is_mythical,is_ultra_beast,number_immune,number_not_effective,number_normal,number_super_effective,has_forms,abilities_count,base_stats_calc,base_stats_diff
817,Drizzile,65,60,55,95,55,90,420,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,204,0.7,25.4,11.5,45,8.8,2560,45,Sniper; Torrent,Water,None,Water Lizard,,8,0,0,0,0,4,12,2,0,2,420,0
818,Inteleon,70,85,65,125,65,120,530,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,603,1.9,99.6,45.2,45,8.8,2560,45,Sniper; Torrent,Water,None,Secret Agent,,8,0,0,0,0,4,12,2,0,2,530,0
819,Skwovet,70,55,55,35,35,25,275,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,100,0.3,5.5,2.5,255,5.0,2560,255,Cheek Pouch; Gluttony,Normal,None,Cheeky,,8,0,0,0,1,0,16,1,0,2,275,0
820,Greedent,120,95,95,55,75,20,460,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,200,0.6,13.2,6.0,90,5.0,2560,90,Cheek Pouch; Gluttony,Normal,None,Greedy,,8,0,0,0,1,0,16,1,0,2,460,0
821,Rookidee,38,47,35,33,35,57,245,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,8,0.2,4.0,1.8,255,5.0,1920,255,Big Pecks; Keen Eye; Unnerve,Flying,None,Tiny Bird,,8,0,0,0,1,3,11,3,0,3,245,0
822,Corvisquire,68,67,55,43,55,77,365,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,207,0.8,35.3,16.0,120,5.0,1920,120,Big Pecks; Keen Eye; Unnerve,Flying,None,Raven,,8,0,0,0,1,3,11,3,0,3,365,0
823,Corviknight,98,87,105,53,85,67,495,0.5,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.5,0.5,703,2.2,165.3,75.0,45,5.0,1920,45,Mirror Armor; Pressure; Unnerve,Flying,Steel,Raven,,8,0,0,0,2,8,6,2,0,3,495,0
824,Blipbug,25,20,20,25,45,45,180,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,104,0.4,17.6,8.0,255,50.2,1920,255,Compoundeyes; Swarm; Telepathy,Bug,None,Larva,,8,0,0,0,0,3,12,3,0,3,180,0
825,Dottler,50,35,80,50,90,30,335,1.0,2.0,1.0,1.0,0.5,1.0,0.25,1.0,0.5,2.0,0.5,2.0,2.0,2.0,1.0,2.0,1.0,1.0,104,0.4,43.0,19.5,120,50.2,1920,120,Compoundeyes; Swarm; Telepathy,Bug,Psychic,Radome,,8,0,0,0,0,4,8,6,0,3,335,0
826,Orbeetle,60,45,110,80,120,90,505,1.0,2.0,1.0,1.0,0.5,1.0,0.25,1.0,0.5,2.0,0.5,2.0,2.0,2.0,1.0,2.0,1.0,1.0,104,0.4,89.9,40.8,45,50.2,1920,45,Frisk; Swarm; Telepathy,Bug,Psychic,Seven Spot,,8,0,0,0,0,4,8,6,0,3,505,0
827,Nickit,40,28,28,47,52,50,245,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,200,0.6,19.6,8.9,255,50.2,1920,255,Run Away; Stakeout; Unburden,Dark,None,Fox,,8,0,0,0,1,2,12,3,0,3,245,0
828,Thievul,70,58,58,87,92,90,455,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,311,1.2,43.9,19.9,127,50.2,1920,127,Run Away; Stakeout; Unburden,Dark,None,Fox,,8,0,0,0,1,2,12,3,0,3,455,0
829,Gossifleur,40,40,60,40,60,10,250,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,104,0.4,4.9,2.2,190,50.2,2560,190,Cotton Down; Effect Spore; Regenerator,Grass,None,Flowering,,8,0,0,0,0,4,9,5,0,3,250,0
830,Eldegoss,60,50,90,80,120,60,460,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,108,0.5,5.5,2.5,75,50.2,2560,75,Cotton Down; Effect Spore; Regenerator,Grass,None,Cotton Bloom,,8,0,0,0,0,4,9,5,0,3,460,0
831,Wooloo,42,40,55,40,45,48,270,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,200,0.6,13.2,6.0,255,50.2,1920,255,Bulletproof; Fluffy; Run Away,Normal,None,Sheep,,8,0,0,0,1,0,16,1,0,3,270,0
832,Dubwool,72,80,100,60,90,88,490,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,403,1.3,94.8,43.0,127,50.2,1920,127,Bulletproof; Fluffy; Steadfast,Normal,None,Sheep,,8,0,0,0,1,0,16,1,0,3,490,0
833,Chewtle,50,64,50,38,38,44,284,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,100,0.3,18.7,8.5,255,50.2,2560,255,Shell Armor; Strong Jaw; Swift Swim,Water,None,Snapping,,8,0,0,0,0,4,12,2,0,3,284,0
834,Drednaw,90,115,90,48,68,74,485,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,303,1.0,254.6,115.5,75,50.2,2560,75,Shell Armor; Strong Jaw; Swift Swim,Water,Rock,Bite,,8,0,0,0,0,5,9,4,0,3,485,0
835,Yamper,59,45,50,40,50,26,270,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,100,0.3,29.8,13.5,255,50.2,2560,255,Ball Fetch; Rattled,Electric,None,Puppy,,8,0,0,0,0,3,14,1,0,2,270,0
836,Boltund,69,90,60,90,60,121,490,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,303,1.0,75.0,34.0,45,50.2,2560,45,Competitive; Strong Jaw,Electric,None,Dog,,8,0,0,0,0,3,14,1,0,2,490,0
837,Rolycoly,30,40,50,40,50,30,240,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,100,0.3,26.5,12.0,255,50.2,1920,255,Flash Fire; Heatproof; Steam Engine,Rock,None,Coal,,8,0,0,0,0,4,9,5,0,3,240,0
838,Carkol,80,60,90,60,70,50,410,0.5,0.25,4.0,1.0,1.0,0.5,2.0,0.5,4.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,307,1.1,172.0,78.0,120,50.2,1920,120,Flame Body; Flash Fire; Steam Engine,Rock,Fire,Coal,,8,0,0,0,0,7,7,4,0,3,410,0
839,Coalossal,110,80,120,80,90,30,510,0.5,0.25,4.0,1.0,1.0,0.5,2.0,0.5,4.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,902,2.8,684.5,310.5,45,50.2,1920,45,Flame Body; Flash Fire; Steam Engine,Rock,Fire,Coal,,8,0,0,0,0,7,7,4,0,3,510,0
840,Applin,40,40,80,40,40,20,260,1.0,1.0,0.25,0.25,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,8,0.2,1.1,0.5,255,50.2,2560,255,Bulletproof; Gluttony; Ripen,Grass,Dragon,Apple Core,,8,0,0,0,0,4,8,6,0,3,260,0
841,Flapple,70,110,80,95,60,70,485,1.0,1.0,0.25,0.25,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100,0.3,2.2,1.0,45,50.2,2560,45,Gluttony; Hustle; Ripen,Grass,Dragon,Apple Wing,,8,0,0,0,0,4,8,6,0,3,485,0
842,Appletun,110,85,80,100,80,30,485,1.0,1.0,0.25,0.25,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,104,0.4,28.7,13.0,45,50.2,2560,45,Gluttony; Ripen; Thick Fat,Grass,Dragon,Apple Nectar,,8,0,0,0,0,4,8,6,0,3,485,0
843,Silicobra,52,57,75,35,50,46,315,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,703,2.2,16.8,7.6,255,50.2,2560,255,Sand Spit; Sand Veil; Shed Skin,Ground,None,Sand Snake,,8,0,0,0,1,2,12,3,0,3,315,0
844,Sandaconda,72,107,125,65,70,71,510,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1206,3.8,144.4,65.5,120,50.2,2560,120,Sand Spit; Sand Veil; Shed Skin,Ground,None,Sand Snake,,8,0,0,0,1,2,12,3,0,3,510,0
845,Cramorant,70,85,55,85,95,85,475,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,207,0.8,39.7,18.0,45,50.2,2560,45,Gulp Missile,Flying,Water,Gulp,,8,0,0,0,1,5,10,2,0,1,475,0
846,Arrokuda,41,63,40,40,30,66,280,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,108,0.5,2.2,1.0,255,50.2,2560,255,Propeller Tail; Swift Swim,Water,None,Rush,,8,0,0,0,0,4,12,2,0,2,280,0
847,Barraskewda,61,123,60,60,50,136,490,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,403,1.3,66.1,30.0,60,50.2,2560,60,Propeller Tail; Swift Swim,Water,None,Skewer,,8,0,0,0,0,4,12,2,0,2,490,0
848,Toxel,40,38,35,54,35,40,242,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,4.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,104,0.4,24.3,11.0,75,50.2,3200,75,Klutz; Rattled; Static,Electric,Poison,Baby,,8,0,0,0,0,8,8,2,0,3,242,0
849,Toxtricity,75,98,70,114,70,75,502,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,4.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,503,1.6,88.2,40.0,45,50.2,3200,45,Hidden; Low Key Form; Low Key Form Abilities; Minus; Plus; Punk Rock; Technician,Electric,Poison,Punk,Amped Form; Low Key Form,8,0,0,0,0,8,8,2,1,7,502,0
850,Sizzlipede,50,65,45,50,50,45,305,1.0,1.0,2.0,1.0,0.25,0.5,0.5,1.0,1.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,0.5,204,0.7,2.2,1.0,190,50.2,2560,190,Flame Body; Flash Fire; White Smoke,Fire,Bug,Radiator,,8,0,0,0,0,6,9,3,0,3,305,0
851,Centiskorch,100,115,65,90,90,65,525,1.0,1.0,2.0,1.0,0.25,0.5,0.5,1.0,1.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,0.5,910,3.0,264.6,120.0,75,50.2,2560,75,Flame Body; Flash Fire; White Smoke,Fire,Bug,Radiator,,8,0,0,0,0,6,9,3,0,3,525,0
852,Clobbopus,50,68,60,50,50,32,310,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,200,0.6,8.8,4.0,180,50.2,3200,180,Limber; Technician,Fighting,None,Tantrum,,8,0,0,0,0,3,12,3,0,2,310,0
853,Grapploct,80,118,90,70,80,42,480,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,503,1.6,86.0,39.0,45,50.2,3200,45,Limber; Technician,Fighting,None,Jujitsu,,8,0,0,0,0,3,12,3,0,2,480,0
854,Sinistea,40,45,45,74,54,50,308,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,4,0.1,0.4,0.2,120,5.0,2560,120,Cursed Body; Weak Armor,Ghost,None,Black Tea,,8,0,0,0,2,2,12,2,0,2,308,0
855,Polteageist,60,65,65,134,114,70,508,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,8,0.2,0.9,0.4,60,5.0,2560,60,Cursed Body; Weak Armor,Ghost,None,Black Tea,,8,0,0,0,2,2,12,2,0,2,508,0
856,Hatenna,42,30,45,56,53,39,265,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,104,0.4,7.5,3.4,235,0.0,2560,235,Anticipation; Healer; Magic Bounce,Psychic,None,Calm,,8,0,0,0,0,2,13,3,0,3,265,0
857,Hattrem,57,40,65,86,73,49,370,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,200,0.6,10.6,4.8,120,0.0,2560,120,Anticipation; Healer; Magic Bounce,Psychic,None,Serene,,8,0,0,0,0,2,13,3,0,3,370,0
858,Hatterene,57,90,95,136,103,29,510,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,611,2.1,11.2,5.1,45,0.0,2560,45,Anticipation; Healer; Magic Bounce,Psychic,Fairy,Silent,,8,0,0,0,1,2,12,3,0,3,510,0
859,Impidimp,45,45,30,55,40,50,265,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.25,2.0,2.0,104,0.4,12.1,5.5,255,10.0,2560,255,Frisk; Pickpocket; Prankster,Dark,Fairy,Wily,,8,0,0,0,2,2,11,3,0,3,265,0
860,Morgrem,65,60,45,75,55,70,370,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.25,2.0,2.0,207,0.8,27.6,12.5,120,10.0,2560,120,Frisk; Pickpocket; Prankster,Dark,Fairy,Devious,,8,0,0,0,2,2,11,3,0,3,370,0
861,Grimmsnarl,95,120,65,95,75,60,510,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.25,2.0,2.0,411,1.5,134.5,61.0,45,10.0,2560,45,Frisk; Pickpocket; Prankster,Dark,Fairy,Bulk Up,,8,0,0,0,2,2,11,3,0,3,510,0
862,Obstagoon,93,90,101,60,81,95,520,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,2.0,503,1.6,101.4,46.0,45,50.2,1920,45,Defiant; Guts; Reckless,Dark,Normal,Blocking,,8,0,0,0,2,1,12,3,0,3,520,0
863,Perrserker,70,110,100,50,60,50,440,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,207,0.8,61.7,28.0,90,50.2,2560,90,Battle Armor; Steely Spirit; Tough Claws,Steel,None,Viking,,8,0,0,0,1,10,4,3,0,3,440,0
864,Cursola,60,95,50,145,130,30,510,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,303,1.0,0.9,0.4,30,24.9,2560,30,Perish Body; Weak Armor,Ghost,None,Coral,,8,0,0,0,2,2,12,2,0,2,510,0
865,Sirfetchd,62,135,95,68,82,65,318,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,31,0.8,257.9,117.0,45,50.2,2560,3,Steadfast; Scrappy,Fighting,None,Wild Duck,,8,0,0,0,0,3,12,3,0,2,507,189
866,Mr-rime,80,85,75,110,100,70,520,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,2.0,1.0,59,1.5,128.3,58.2,45,5.02,3200,3,Tangled Feet; Screen Cleaner; Ice Body,Ice,Psychic,Comedian,,8,0,0,0,0,2,10,6,0,3,520,0
867,Runerigus,58,95,145,50,105,30,483,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,503,1.6,146.8,66.6,90,50.2,3200,90,Wandering Spirit,Ground,Ghost,Grudge,,8,0,0,0,3,3,7,5,0,1,483,0
868,Milcery,45,40,40,50,61,34,270,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,8,0.2,0.7,0.3,200,0.0,2560,200,Aroma Veil; Sweet Veil,Fairy,None,Cream,,8,0,0,0,1,3,12,2,0,2,270,0
869,Alcremie,65,60,75,110,121,64,495,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,100,0.3,1.1,0.5,100,0.0,2560,100,Aroma Veil; Sweet Veil,Fairy,None,Cream,,8,0,0,0,1,3,12,2,0,2,495,0
870,Falinks,65,100,100,70,60,75,470,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,910,3.0,136.7,62.0,45,5.0,3200,45,Battle Armor; Defiant,Fighting,None,Formation,,8,0,0,0,0,3,12,3,0,2,470,0
871,Pincurchin,48,101,95,91,85,15,435,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,100,0.3,2.2,1.0,75,50.2,2560,75,Activates; Electric Surge; Electric Terrain; Lightning Rod,Electric,None,Sea Urchin,,8,0,0,0,0,3,14,1,0,4,435,0
872,Snom,30,25,35,45,30,20,185,1.0,4.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,2.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,100,0.3,8.4,3.8,190,50.2,2560,190,Ice Scales; Shield Dust,Ice,Bug,Worm,,8,0,0,0,0,3,11,4,0,2,185,0
873,Frosmoth,70,65,60,125,90,65,475,1.0,4.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,2.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,403,1.3,92.6,42.0,75,50.2,2560,75,Ice Scales; Shield Dust,Ice,Bug,Frost Moth,,8,0,0,0,0,3,11,4,0,2,475,0
874,Stonjourner,100,125,135,20,20,70,470,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,802,2.5,1146.4,520.0,60,50.2,3200,60,Power Spot,Rock,None,Big Rock,,8,0,0,0,0,4,9,5,0,1,470,0
875,Eiscue,75,80,110,65,90,50,470,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,407,1.4,196.2,89.0,60,50.2,3200,60,Ice Face,Ice,None,Penguin,Ice Face; Noice Face,8,0,0,0,0,1,13,4,1,1,470,0
876,Indeedee,60,65,55,105,95,95,475,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0,211,0.9,61.7,28.0,30,5.0,5120,30,Activates; Female; Female Abilities; Hidden; Inner Focus; Own Tempo; Psychic Surge; Psychic Terrain; Synchronize,Psychic,Normal,Emotion,Male; Female,8,0,0,0,1,1,14,2,1,9,475,0
877,Morpeko,58,95,58,70,58,97,436,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,100,0.3,6.6,3.0,180,50.2,1280,180,Hunger Switch,Electric,Dark,Two-Sided,Full Belly Mode; Hangry Mode,8,0,0,0,1,5,8,4,1,1,436,0
878,Cufant,72,80,49,40,49,40,330,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,311,1.2,220.5,100.0,190,50.2,3200,190,Heavy Metal; Sheer Force,Steel,None,Copperderm,,8,0,0,0,1,10,4,3,0,2,330,0
879,Copperajah,122,130,69,80,69,30,500,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,910,3.0,1433.0,650.0,90,50.2,3200,90,Heavy Metal; Sheer Force,Steel,None,Copperderm,,8,0,0,0,1,10,4,3,0,2,500,0
880,Dracozolt,90,100,90,80,70,75,505,1.0,0.5,0.5,0.25,0.5,2.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0,511,1.8,418.9,190.0,45,5.0,4480,45,Hustle; Sand Rush; Volt Absorb,Electric,Dragon,Fossil,,8,0,0,0,0,6,8,4,0,3,505,0
881,Arctozolt,90,100,90,90,80,55,505,1.0,2.0,1.0,0.5,1.0,0.5,2.0,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,707,2.3,330.7,150.0,45,5.0,4480,45,Slush Rush; Static; Volt Absorb,Electric,Ice,Fossil,,8,0,0,0,0,3,11,4,0,3,505,0
882,Dracovish,90,90,100,70,80,75,505,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0,707,2.3,474.0,215.0,45,5.0,4480,45,Sand Rush; Strong Jaw; Water Absorb,Water,Dragon,Fossil,,8,0,0,0,0,3,13,2,0,3,505,0
883,Arctovish,90,90,100,80,90,55,505,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,607,2.0,385.8,175.0,45,5.0,4480,45,Ice Body; Slush Rush; Water Absorb,Water,Ice,Fossil,,8,0,0,0,0,2,12,4,0,3,505,0
884,Duraludon,70,95,115,120,50,85,535,0.5,1.0,0.5,0.5,0.25,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0,511,1.8,88.2,40.0,45,50.2,3840,45,Heavy Metal; Light Metal; Stalwart,Steel,Dragon,Alloy,,8,0,0,0,1,9,6,2,0,3,535,0
885,Dreepy,28,60,30,40,30,82,270,0.0,0.5,0.5,0.5,0.5,2.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,2.0,108,0.5,4.4,2.0,45,50.2,5120,45,Clear Body; Cursed Body; Infiltrator,Dragon,Ghost,Lingering,,8,0,0,0,2,6,5,5,0,3,270,0
886,Drakloak,68,80,50,60,50,102,410,0.0,0.5,0.5,0.5,0.5,2.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,2.0,407,1.4,24.3,11.0,45,50.2,5120,45,Clear Body; Cursed Body; Infiltrator,Dragon,Ghost,Caretaker,,8,0,0,0,2,6,5,5,0,3,410,0
887,Dragapult,88,120,75,100,75,142,600,0.0,0.5,0.5,0.5,0.5,2.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,2.0,910,3.0,110.2,50.0,45,50.2,5120,45,Clear Body; Cursed Body; Infiltrator,Dragon,Ghost,Stealth,,8,0,0,0,2,6,5,5,0,3,600,0
888,Zacian,92,130,115,80,115,138,670,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,902,2.8,242.5,110.0,10,5.0,15360,10,Intrepid Sword,Fairy,None,Warrior,Hero of Many Battles; Crowned Sword,8,1,0,0,1,3,12,2,1,1,670,0
889,Zamazenta,92,130,115,80,115,138,670,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,906,2.9,463.0,210.0,10,5.0,15360,10,Dauntless Shield,Fighting,None,Warrior,Hero of Many Battles; Crowned Shield,8,1,0,0,0,3,12,3,1,1,670,0
890,Eternatus,140,85,95,145,95,130,690,1.0,0.5,0.5,0.5,0.25,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,6507,20.0,2094.4,950.0,255,5.0,15360,255,Pressure,Poison,Dragon,Gigantic,Eternamax,8,1,0,0,0,7,7,4,1,1,690,0
891,Kubfu,60,90,60,53,50,72,385,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,200,0.6,26.5,12.0,3,88.14,15360,3,Inner Focus,Fighting,None,Wushu,,8,1,0,0,0,3,12,3,0,1,385,0
892,Urshifu,100,130,100,63,60,97,550,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0,603,1.9,231.5,105.0,3,88.14,15360,3,Unseen Fist,Fighting,Dark,Wushu,Single Strike Style; Rapid Strike Style,8,1,0,0,1,3,11,3,1,1,550,0
893,Zarude,105,120,105,70,95,105,600,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0,511,1.8,154.3,70.0,3,5.0,15360,3,Leaf Guard,Dark,Grass,Rogue Monkey,,8,0,1,0,1,6,4,7,0,1,600,0
894,Regieleki,80,100,50,100,50,200,580,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,311,1.2,319.7,145.0,3,5.0,15360,3,Transistor,Electric,None,Electron,,8,1,0,0,0,3,14,1,0,1,580,0
